word_count,sentence_count,avg_word_length,avg_sentence_length,type_token_ratio,bullet_count,numbered_list_count,question_count,exclamation_count,comma_rate,hedge_rate,filler_rate,empathy_rate,paragraph_count,has_bold,prompt_id,category,model_name
49,4,5.429,12.25,0.939,0,0,0,0,0.02,0.0,0.0,0.02,1,0,173,emotional,gpt4o
79,6,5.608,13.167,0.797,0,0,0,0,0.0,0.025,0.0,0.063,1,0,174,emotional,claude
48,4,5.292,12.0,0.833,0,0,0,0,0.021,0.021,0.0,0.042,1,0,174,emotional,gemini
44,4,5.955,11.0,0.955,0,0,0,0,0.045,0.023,0.0,0.068,1,0,174,emotional,gpt4o
74,6,5.703,12.333,0.892,0,0,0,0,0.054,0.0,0.0,0.014,1,0,175,emotional,claude
39,4,6.128,9.75,0.923,0,0,0,0,0.077,0.0,0.0,0.0,1,0,175,emotional,gemini
48,4,5.688,12.0,0.917,0,0,0,0,0.062,0.0,0.0,0.021,1,0,175,emotional,gpt4o
81,5,5.704,16.2,0.864,0,0,0,0,0.0,0.025,0.0,0.012,1,0,176,emotional,claude
45,4,5.378,11.25,0.956,0,0,0,0,0.044,0.0,0.0,0.022,1,0,176,emotional,gemini
51,4,5.255,12.75,0.922,0,0,0,0,0.078,0.0,0.0,0.02,1,0,176,emotional,gpt4o
79,6,5.81,13.167,0.899,0,0,0,0,0.051,0.038,0.0,0.038,1,0,177,emotional,claude
47,4,5.468,11.75,0.936,0,0,0,0,0.064,0.021,0.0,0.021,1,0,177,emotional,gemini
47,4,5.851,11.75,0.915,0,0,0,0,0.043,0.021,0.0,0.021,1,0,177,emotional,gpt4o
82,6,5.012,13.667,0.793,0,0,0,0,0.012,0.0,0.0,0.037,1,0,178,emotional,claude
46,4,5.522,11.5,0.87,0,0,0,0,0.0,0.0,0.0,0.087,1,0,178,emotional,gemini
47,4,5.447,11.75,0.894,0,0,0,0,0.0,0.0,0.0,0.064,1,0,178,emotional,gpt4o
78,5,6.026,15.6,0.808,0,0,0,0,0.115,0.026,0.0,0.038,1,0,179,emotional,claude
49,4,5.184,12.25,0.898,0,0,0,0,0.02,0.02,0.0,0.02,1,0,179,emotional,gemini
48,4,5.646,12.0,0.896,0,0,0,0,0.062,0.021,0.0,0.062,1,0,179,emotional,gpt4o
78,6,5.833,13.0,0.833,0,0,0,0,0.0,0.013,0.0,0.013,1,0,180,emotional,claude
40,4,6.3,10.0,0.9,0,0,0,0,0.0,0.025,0.0,0.05,1,0,180,emotional,gemini
43,4,5.907,10.75,0.953,0,0,0,0,0.047,0.0,0.0,0.047,1,0,180,emotional,gpt4o
78,6,5.282,13.0,0.795,0,0,0,0,0.013,0.026,0.0,0.0,1,0,181,emotional,claude
46,4,5.239,11.5,0.891,0,0,0,0,0.022,0.0,0.0,0.0,1,0,181,emotional,gemini
51,4,4.941,12.75,0.902,0,0,0,0,0.039,0.0,0.0,0.0,1,0,181,emotional,gpt4o
82,5,5.5,16.4,0.841,0,0,0,0,0.024,0.012,0.0,0.0,1,0,182,emotional,claude
50,4,4.94,12.5,0.86,0,0,0,0,0.04,0.02,0.0,0.02,1,0,182,emotional,gemini
49,5,5.408,9.8,0.837,0,0,0,0,0.041,0.02,0.0,0.02,1,0,182,emotional,gpt4o
82,5,5.195,16.4,0.866,0,0,0,0,0.037,0.012,0.0,0.012,1,0,183,emotional,claude
44,4,5.523,11.0,0.909,0,0,1,0,0.023,0.023,0.0,0.023,1,0,183,emotional,gemini
46,4,5.478,11.5,0.913,0,0,0,0,0.022,0.0,0.0,0.022,1,0,183,emotional,gpt4o
72,6,6.792,12.0,0.875,0,0,0,0,0.042,0.014,0.0,0.014,1,0,184,emotional,claude
40,4,6.275,10.0,0.875,0,0,0,0,0.025,0.0,0.0,0.0,1,0,184,emotional,gemini
46,5,5.826,9.2,0.848,0,0,0,0,0.022,0.0,0.0,0.0,1,0,184,emotional,gpt4o
76,6,6.316,12.667,0.908,0,0,0,0,0.013,0.026,0.013,0.039,1,0,185,emotional,claude
41,4,6.683,10.25,0.976,0,0,0,0,0.073,0.024,0.0,0.0,1,0,185,emotional,gemini
50,4,5.84,12.5,0.94,0,0,0,0,0.04,0.02,0.0,0.0,1,0,185,emotional,gpt4o
81,6,5.037,13.5,0.84,0,0,0,0,0.049,0.0,0.0,0.025,1,0,186,emotional,claude
48,4,4.854,12.0,0.875,0,0,0,0,0.042,0.0,0.0,0.104,1,0,186,emotional,gemini
53,4,4.962,13.25,0.811,0,0,0,0,0.038,0.0,0.0,0.075,1,0,186,emotional,gpt4o
81,5,5.889,16.2,0.864,0,0,0,0,0.037,0.025,0.0,0.025,1,0,187,emotional,claude
44,4,5.886,11.0,0.886,0,0,0,0,0.045,0.023,0.0,0.045,1,0,187,emotional,gemini
51,5,5.549,10.2,0.882,0,0,0,0,0.039,0.0,0.0,0.039,1,0,187,emotional,gpt4o
80,6,6.0,13.333,0.85,0,0,0,0,0.025,0.025,0.0,0.013,1,0,188,emotional,claude
51,4,5.176,12.75,0.863,0,0,0,0,0.02,0.0,0.0,0.039,1,0,188,emotional,gemini
50,5,5.3,10.0,0.84,0,0,0,0,0.0,0.0,0.0,0.04,1,0,188,emotional,gpt4o
79,6,5.747,13.167,0.861,0,0,0,0,0.025,0.025,0.0,0.025,1,0,189,emotional,claude
45,4,5.889,11.25,0.889,0,0,0,0,0.0,0.0,0.0,0.022,1,0,189,emotional,gemini
48,5,5.938,9.6,0.896,0,0,0,0,0.0,0.0,0.0,0.083,1,0,189,emotional,gpt4o
83,5,4.964,16.6,0.783,0,0,0,0,0.012,0.0,0.012,0.024,1,0,190,emotional,claude
43,4,6.279,10.75,0.884,0,0,0,0,0.023,0.0,0.0,0.023,1,0,190,emotional,gemini
51,4,5.451,12.75,0.882,0,0,0,0,0.02,0.0,0.0,0.039,1,0,190,emotional,gpt4o
76,5,5.474,15.2,0.829,0,0,0,0,0.0,0.0,0.0,0.026,1,0,191,emotional,claude
45,4,5.733,11.25,0.867,0,0,0,0,0.022,0.022,0.0,0.022,1,0,191,emotional,gemini
49,4,5.633,12.25,0.898,0,0,0,0,0.02,0.02,0.0,0.041,1,0,191,emotional,gpt4o
76,6,5.434,12.667,0.882,0,0,0,0,0.013,0.013,0.0,0.0,1,0,192,emotional,claude
43,4,6.209,10.75,0.93,0,0,0,0,0.023,0.0,0.0,0.0,1,0,192,emotional,gemini
47,4,5.894,11.75,0.936,0,0,0,0,0.0,0.0,0.0,0.043,1,0,192,emotional,gpt4o
73,5,5.808,14.6,0.863,0,0,0,0,0.027,0.014,0.0,0.014,1,0,193,emotional,claude
44,4,5.318,11.0,0.909,0,0,0,0,0.0,0.023,0.0,0.045,1,0,193,emotional,gemini
51,4,5.216,12.75,0.843,0,0,0,0,0.0,0.0,0.0,0.039,1,0,193,emotional,gpt4o
80,7,5.5,11.429,0.887,0,0,0,0,0.025,0.0,0.0,0.05,1,0,194,emotional,claude
43,4,5.814,10.75,0.93,0,0,0,0,0.07,0.0,0.0,0.023,1,0,194,emotional,gemini
48,4,6.021,12.0,0.938,0,0,0,0,0.083,0.0,0.0,0.0,1,0,194,emotional,gpt4o
86,6,5.651,14.333,0.849,0,0,1,0,0.023,0.035,0.0,0.023,1,0,195,emotional,claude
43,4,6.023,10.75,0.907,0,0,0,0,0.023,0.0,0.0,0.023,1,0,195,emotional,gemini
46,4,5.891,11.5,0.935,0,0,0,0,0.022,0.022,0.0,0.065,1,0,195,emotional,gpt4o
83,6,5.398,13.833,0.867,0,0,0,0,0.024,0.012,0.0,0.012,1,0,196,emotional,claude
45,4,5.867,11.25,0.911,0,0,0,0,0.044,0.0,0.0,0.044,1,0,196,emotional,gemini
53,4,4.943,13.25,0.868,0,0,0,0,0.019,0.0,0.0,0.019,1,0,196,emotional,gpt4o
79,6,6.241,13.167,0.861,0,0,0,0,0.038,0.025,0.0,0.025,1,0,197,emotional,claude
43,4,5.628,10.75,0.907,0,0,1,0,0.023,0.0,0.0,0.023,1,0,197,emotional,gemini
49,4,5.204,12.25,0.878,0,0,0,0,0.0,0.02,0.0,0.02,1,0,197,emotional,gpt4o
79,6,5.658,13.167,0.886,0,0,0,0,0.038,0.051,0.013,0.013,1,0,198,emotional,claude
48,4,5.292,12.0,0.917,0,0,0,0,0.021,0.0,0.0,0.042,1,0,198,emotional,gemini
48,4,5.5,12.0,0.833,0,0,0,0,0.062,0.0,0.0,0.042,1,0,198,emotional,gpt4o
77,5,5.844,15.4,0.844,0,0,0,0,0.026,0.013,0.0,0.013,1,0,199,emotional,claude
49,4,5.327,12.25,0.898,0,0,0,0,0.02,0.0,0.0,0.041,1,0,199,emotional,gemini
53,4,5.358,13.25,0.849,0,0,0,0,0.019,0.0,0.0,0.057,1,0,199,emotional,gpt4o
88,5,5.932,17.6,0.818,0,0,0,0,0.08,0.023,0.0,0.0,1,0,200,emotional,claude
50,4,5.92,12.5,0.86,0,0,0,0,0.04,0.0,0.0,0.0,1,0,200,emotional,gemini
53,5,5.321,10.6,0.83,0,0,0,0,0.019,0.0,0.0,0.019,1,0,200,emotional,gpt4o
405,21,5.099,19.286,0.494,0,0,0,0,0.081,0.0,0.0,0.0,13,1,1,factual,llama
319,20,5.68,15.95,0.69,6,0,0,0,0.047,0.0,0.0,0.0,10,1,1,factual,mistral
366,30,5.475,12.2,0.568,0,12,0,0,0.06,0.003,0.0,0.0,7,1,2,factual,llama
296,25,5.622,11.84,0.666,12,3,0,0,0.03,0.0,0.0,0.0,8,1,2,factual,mistral
369,25,5.507,14.76,0.564,0,6,0,0,0.076,0.0,0.0,0.0,13,1,3,factual,llama
281,14,5.964,20.071,0.701,12,0,0,0,0.039,0.0,0.0,0.0,7,1,3,factual,mistral
389,34,5.766,11.441,0.494,0,13,0,0,0.039,0.0,0.0,0.0,6,1,4,factual,llama
308,19,5.523,16.211,0.568,11,0,0,0,0.039,0.0,0.0,0.0,12,1,4,factual,mistral
353,32,6.215,11.031,0.581,0,15,0,0,0.091,0.0,0.0,0.0,9,1,5,factual,llama
304,42,5.826,7.238,0.645,20,0,0,0,0.099,0.0,0.0,0.0,10,1,5,factual,mistral
368,25,5.304,14.72,0.508,0,7,0,0,0.054,0.003,0.0,0.003,11,1,6,factual,llama
260,34,6.385,7.647,0.673,19,0,0,0,0.05,0.0,0.0,0.0,10,1,6,factual,mistral
387,25,5.941,15.48,0.512,0,12,0,0,0.078,0.003,0.0,0.0,4,1,7,factual,llama
299,37,6.274,8.081,0.776,12,0,0,0,0.09,0.003,0.0,0.0,5,1,7,factual,mistral
382,27,5.631,14.148,0.539,0,9,0,0,0.076,0.0,0.0,0.01,2,1,8,factual,llama
299,25,6.027,11.96,0.679,14,0,0,0,0.08,0.0,0.0,0.0,8,1,8,factual,mistral
368,32,5.516,11.5,0.527,0,12,0,0,0.052,0.003,0.0,0.0,7,1,9,factual,llama
283,31,5.781,9.129,0.664,10,9,0,0,0.028,0.004,0.0,0.0,11,1,9,factual,mistral
363,33,6.278,11.0,0.551,0,10,0,0,0.091,0.003,0.0,0.014,3,1,10,factual,llama
285,34,6.761,8.382,0.677,19,0,0,0,0.091,0.004,0.0,0.0,6,1,10,factual,mistral
392,29,5.648,13.517,0.472,4,8,0,0,0.074,0.0,0.0,0.0,4,1,11,factual,llama
292,18,5.236,16.222,0.579,10,0,0,0,0.027,0.0,0.0,0.0,6,1,11,factual,mistral
388,24,6.088,16.167,0.479,4,10,0,0,0.049,0.003,0.0,0.0,4,1,12,factual,llama
290,37,6.807,7.838,0.679,8,0,0,0,0.097,0.0,0.0,0.0,7,1,12,factual,mistral
398,25,5.435,15.92,0.492,8,6,0,0,0.045,0.003,0.0,0.0,6,1,13,factual,llama
283,42,6.276,6.738,0.696,21,0,1,0,0.088,0.0,0.0,0.0,9,1,13,factual,mistral
384,24,5.719,16.0,0.536,7,10,0,0,0.039,0.0,0.0,0.016,2,1,14,factual,llama
295,38,6.569,7.763,0.681,15,0,0,0,0.125,0.003,0.0,0.007,6,1,14,factual,mistral
382,25,6.356,15.28,0.613,0,8,0,0,0.149,0.0,0.0,0.0,2,1,15,factual,llama
306,28,6.536,10.929,0.703,13,0,0,0,0.147,0.003,0.0,0.0,5,1,15,factual,mistral
324,28,5.679,11.571,0.559,15,6,0,0,0.065,0.0,0.0,0.006,7,1,16,factual,llama
320,24,5.875,13.333,0.669,16,0,0,0,0.041,0.0,0.0,0.0,7,1,16,factual,mistral
394,32,5.622,12.312,0.518,0,10,0,0,0.058,0.023,0.0,0.048,3,1,17,factual,llama
323,25,5.845,12.92,0.693,13,0,0,0,0.053,0.022,0.0,0.034,10,1,17,factual,mistral
340,34,6.471,10.0,0.535,0,13,0,0,0.088,0.0,0.0,0.003,9,1,18,factual,llama
276,26,6.558,10.615,0.674,15,1,0,0,0.076,0.004,0.0,0.004,9,1,18,factual,mistral
392,30,6.077,13.067,0.497,0,10,0,0,0.099,0.015,0.0,0.0,3,1,19,factual,llama
311,44,6.338,7.068,0.701,6,0,0,0,0.154,0.026,0.0,0.003,9,1,19,factual,mistral
366,21,5.5,17.429,0.53,11,0,0,0,0.12,0.003,0.0,0.0,12,1,20,factual,llama
260,33,6.45,7.879,0.704,10,0,0,0,0.127,0.027,0.0,0.0,6,1,20,factual,mistral
357,22,5.79,16.227,0.552,0,7,0,0,0.095,0.0,0.0,0.003,2,1,21,factual,llama
296,17,5.865,17.412,0.699,9,0,0,0,0.088,0.0,0.0,0.0,6,1,21,factual,mistral
354,27,6.647,13.111,0.61,6,10,0,0,0.119,0.003,0.0,0.014,5,1,22,factual,llama
283,36,6.283,7.861,0.728,16,0,0,0,0.138,0.0,0.0,0.007,7,1,22,factual,mistral
392,31,6.367,12.645,0.526,0,10,0,0,0.089,0.023,0.0,0.01,2,1,23,factual,llama
284,53,6.053,5.358,0.697,15,0,0,0,0.151,0.0,0.0,0.0,6,1,23,factual,mistral
389,33,6.237,11.788,0.499,0,15,0,0,0.064,0.0,0.0,0.0,7,1,24,factual,llama
293,47,6.522,6.234,0.672,13,0,0,0,0.116,0.007,0.0,0.003,7,1,24,factual,mistral
390,30,5.456,13.0,0.541,0,10,0,0,0.09,0.01,0.0,0.0,3,1,25,factual,llama
311,34,6.122,9.147,0.656,10,0,0,0,0.09,0.006,0.0,0.0,7,1,25,factual,mistral
401,29,5.683,13.828,0.486,0,12,0,0,0.052,0.0,0.0,0.0,5,1,26,factual,llama
290,40,6.234,7.25,0.638,9,0,0,0,0.114,0.003,0.0,0.003,8,1,26,factual,mistral
369,39,6.152,9.462,0.637,0,18,0,0,0.07,0.003,0.0,0.008,4,1,27,factual,llama
305,50,6.485,6.1,0.725,9,0,0,0,0.121,0.003,0.0,0.003,5,1,27,factual,mistral
406,32,6.204,12.688,0.574,0,12,0,0,0.064,0.0,0.0,0.015,3,1,28,factual,llama
304,33,6.618,9.212,0.773,12,0,0,0,0.089,0.0,0.0,0.003,12,1,28,factual,mistral
351,35,6.886,10.029,0.67,0,15,0,0,0.1,0.0,0.0,0.003,3,1,29,factual,llama
279,32,6.444,8.719,0.674,22,0,0,0,0.075,0.0,0.0,0.004,5,1,29,factual,mistral
374,27,6.048,13.852,0.548,10,8,0,0,0.072,0.005,0.0,0.003,2,1,30,factual,llama
254,36,6.138,7.056,0.72,11,0,0,0,0.118,0.008,0.0,0.0,4,1,30,factual,mistral
354,33,6.116,10.727,0.542,0,13,0,0,0.105,0.006,0.0,0.0,13,1,31,factual,llama
294,32,6.058,9.188,0.619,12,0,1,0,0.078,0.0,0.0,0.0,8,1,31,factual,mistral
382,24,4.84,15.917,0.437,0,8,0,0,0.042,0.0,0.0,0.0,2,1,32,factual,llama
292,23,5.688,12.696,0.644,21,0,0,0,0.068,0.003,0.0,0.0,7,1,32,factual,mistral
380,29,6.239,13.103,0.576,0,9,0,0,0.137,0.005,0.0,0.026,2,1,33,factual,llama
298,21,6.302,14.19,0.698,9,0,0,0,0.117,0.01,0.0,0.023,4,1,33,factual,mistral
388,28,5.642,13.857,0.531,0,9,0,0,0.093,0.003,0.0,0.008,2,1,34,factual,llama
285,42,5.94,6.786,0.698,13,0,0,0,0.161,0.0,0.0,0.007,9,1,34,factual,mistral
392,32,5.648,12.25,0.559,0,10,0,0,0.082,0.01,0.0,0.018,3,1,35,factual,llama
272,34,6.301,8.0,0.721,19,0,0,0,0.121,0.0,0.0,0.007,4,1,35,factual,mistral
391,32,5.99,12.219,0.563,1,10,0,0,0.082,0.013,0.003,0.0,4,1,36,factual,llama
293,27,6.829,10.852,0.751,8,0,0,0,0.147,0.003,0.0,0.0,4,1,36,factual,mistral
396,29,5.909,13.655,0.472,0,10,0,0,0.088,0.02,0.0,0.0,2,1,37,factual,llama
339,27,6.351,12.556,0.643,9,0,0,0,0.109,0.009,0.0,0.006,7,1,37,factual,mistral
382,27,6.424,14.148,0.545,0,9,0,0,0.105,0.0,0.013,0.008,2,1,38,factual,llama
280,38,6.946,7.368,0.704,18,0,0,0,0.093,0.0,0.0,0.0,8,1,38,factual,mistral
369,27,6.713,13.667,0.634,0,12,0,0,0.122,0.0,0.0,0.011,3,1,39,factual,llama
280,27,6.275,10.37,0.743,14,0,0,0,0.068,0.0,0.0,0.0,9,1,39,factual,mistral
372,34,5.766,10.941,0.559,0,16,0,0,0.051,0.0,0.0,0.011,9,1,40,factual,llama
305,35,6.033,8.714,0.711,14,0,1,0,0.072,0.0,0.0,0.0,9,1,40,factual,mistral
393,27,6.041,14.556,0.56,0,12,0,0,0.071,0.015,0.0,0.01,8,1,41,opinion,llama
328,39,6.015,8.41,0.698,16,7,0,0,0.119,0.012,0.0,0.0,9,1,41,opinion,mistral
381,25,5.845,15.24,0.564,0,11,0,0,0.06,0.024,0.003,0.0,8,1,42,opinion,llama
325,37,5.892,8.784,0.717,14,8,0,0,0.095,0.022,0.0,0.0,10,1,42,opinion,mistral
384,31,6.193,12.387,0.589,0,13,0,0,0.044,0.003,0.0,0.005,9,1,43,opinion,llama
317,32,6.066,9.906,0.716,15,8,0,0,0.073,0.003,0.0,0.0,10,1,43,opinion,mistral
366,29,5.932,12.621,0.563,0,14,0,0,0.038,0.0,0.0,0.011,7,1,44,opinion,llama
284,29,6.268,9.793,0.715,12,6,0,0,0.067,0.0,0.0,0.007,7,1,44,opinion,mistral
399,26,5.915,15.346,0.531,0,10,0,0,0.048,0.013,0.005,0.003,10,1,45,opinion,llama
346,33,6.15,10.485,0.65,11,5,0,0,0.081,0.023,0.0,0.003,8,1,45,opinion,mistral
398,29,6.151,13.724,0.53,0,12,0,0,0.063,0.02,0.0,0.0,8,1,46,opinion,llama
324,37,6.12,8.757,0.701,11,6,0,0,0.13,0.006,0.0,0.0,8,1,46,opinion,mistral
380,28,6.521,13.571,0.603,0,10,0,0,0.061,0.013,0.005,0.008,7,1,47,opinion,llama
295,38,6.417,7.763,0.756,10,5,0,0,0.102,0.01,0.0,0.003,8,1,47,opinion,mistral
368,25,6.133,14.72,0.579,0,10,0,0,0.084,0.019,0.003,0.011,7,1,48,opinion,llama
294,29,6.296,10.138,0.745,10,5,0,0,0.092,0.007,0.0,0.0,8,1,48,opinion,mistral
395,29,6.605,13.621,0.527,0,12,0,0,0.056,0.003,0.0,0.01,11,1,49,opinion,llama
306,39,6.386,7.846,0.696,13,6,3,0,0.072,0.023,0.0,0.003,7,1,49,opinion,mistral
391,30,6.248,13.033,0.519,0,12,0,0,0.049,0.015,0.0,0.0,8,1,50,opinion,llama
294,39,6.796,7.538,0.748,13,7,0,0,0.095,0.01,0.0,0.0,9,1,50,opinion,mistral
393,28,6.453,14.036,0.491,0,12,0,0,0.079,0.015,0.0,0.008,7,1,51,opinion,llama
312,33,6.311,9.455,0.731,11,6,0,0,0.112,0.01,0.0,0.0,8,1,51,opinion,mistral
395,29,6.301,13.621,0.57,0,13,0,0,0.056,0.008,0.0,0.018,8,1,52,opinion,llama
307,34,6.674,9.029,0.743,11,6,0,0,0.104,0.003,0.0,0.003,9,1,52,opinion,mistral
397,27,5.589,14.704,0.542,0,11,0,0,0.043,0.008,0.0,0.003,11,1,53,opinion,llama
317,45,6.066,7.044,0.669,11,7,4,0,0.088,0.028,0.0,0.006,9,1,53,opinion,mistral
381,27,6.63,14.111,0.564,0,12,0,0,0.1,0.01,0.0,0.008,9,1,54,opinion,llama
332,34,6.452,9.765,0.696,13,7,0,0,0.102,0.006,0.0,0.0,9,1,54,opinion,mistral
367,34,6.488,10.794,0.635,0,15,0,0,0.095,0.0,0.003,0.005,8,1,55,opinion,llama
308,33,6.614,9.333,0.766,14,5,0,0,0.088,0.003,0.0,0.003,7,1,55,opinion,mistral
382,27,5.955,14.148,0.529,0,13,0,0,0.084,0.01,0.0,0.018,7,1,56,opinion,llama
325,37,6.178,8.784,0.665,13,6,0,0,0.083,0.012,0.0,0.006,8,1,56,opinion,mistral
378,33,6.124,11.455,0.587,0,10,0,0,0.085,0.0,0.003,0.005,2,1,57,opinion,llama
340,37,5.759,9.189,0.618,8,0,0,0,0.082,0.006,0.003,0.003,7,1,57,opinion,mistral
360,22,6.95,16.364,0.542,0,10,0,0,0.092,0.017,0.003,0.0,8,1,58,opinion,llama
315,36,6.67,8.75,0.67,13,7,1,0,0.127,0.029,0.0,0.006,10,1,58,opinion,mistral
383,28,6.282,13.679,0.59,0,12,0,0,0.094,0.0,0.005,0.005,6,1,59,opinion,llama
303,31,6.399,9.774,0.729,9,4,0,0,0.122,0.003,0.0,0.0,5,1,59,opinion,mistral
385,29,6.512,13.276,0.558,0,9,0,0,0.065,0.008,0.0,0.008,8,1,60,opinion,llama
335,30,6.507,11.167,0.672,12,7,0,0,0.078,0.018,0.0,0.003,9,1,60,opinion,mistral
378,26,6.177,14.538,0.537,0,12,0,0,0.045,0.0,0.0,0.003,8,1,61,opinion,llama
362,32,5.906,11.312,0.619,4,8,0,0,0.05,0.008,0.0,0.003,5,1,61,opinion,mistral
394,26,5.863,15.154,0.492,0,12,0,0,0.046,0.025,0.0,0.0,9,1,62,opinion,llama
342,30,5.722,11.4,0.62,12,7,0,0,0.038,0.009,0.0,0.006,9,1,62,opinion,mistral
400,25,5.678,16.0,0.552,0,11,0,0,0.077,0.007,0.003,0.01,7,1,63,opinion,llama
347,40,5.862,8.675,0.631,12,6,0,0,0.081,0.014,0.0,0.0,8,1,63,opinion,mistral
393,27,5.779,14.556,0.517,0,12,0,0,0.051,0.01,0.005,0.005,9,1,64,opinion,llama
340,32,5.832,10.625,0.635,12,6,0,0,0.085,0.009,0.0,0.0,7,1,64,opinion,mistral
395,31,6.091,12.742,0.554,0,12,0,0,0.046,0.023,0.0,0.005,7,1,65,opinion,llama
370,39,5.732,9.487,0.622,13,7,0,0,0.07,0.011,0.0,0.005,9,1,65,opinion,mistral
387,31,6.494,12.484,0.563,0,12,0,0,0.052,0.023,0.003,0.013,8,1,66,opinion,llama
296,37,6.348,8.0,0.709,12,7,1,0,0.081,0.024,0.0,0.003,9,1,66,opinion,mistral
388,34,6.425,11.412,0.544,0,14,0,0,0.049,0.028,0.0,0.008,9,1,67,opinion,llama
297,50,6.374,5.94,0.714,12,7,0,0,0.091,0.02,0.0,0.0,9,1,67,opinion,mistral
386,30,6.339,12.867,0.513,0,12,0,0,0.065,0.01,0.0,0.008,9,1,68,opinion,llama
318,27,6.384,11.778,0.711,10,0,2,0,0.075,0.009,0.0,0.0,6,1,68,opinion,mistral
387,25,6.171,15.48,0.556,0,11,0,0,0.067,0.018,0.0,0.008,8,1,69,opinion,llama
346,36,6.118,9.611,0.665,10,9,0,0,0.087,0.003,0.003,0.003,11,1,69,opinion,mistral
391,30,6.064,13.033,0.522,0,12,0,0,0.031,0.013,0.0,0.01,8,1,70,opinion,llama
359,29,6.343,12.379,0.641,13,7,0,0,0.056,0.019,0.0,0.003,9,1,70,opinion,mistral
392,23,5.967,17.043,0.531,0,6,0,0,0.107,0.003,0.0,0.003,4,1,71,opinion,llama
341,30,6.135,11.367,0.642,10,0,0,0,0.085,0.012,0.0,0.0,6,1,71,opinion,mistral
408,27,6.029,15.111,0.52,0,9,0,0,0.044,0.0,0.0,0.007,8,1,72,opinion,llama
346,37,6.136,9.351,0.595,12,7,0,0,0.104,0.009,0.0,0.0,9,1,72,opinion,mistral
374,29,6.061,12.897,0.548,0,11,0,0,0.051,0.008,0.0,0.016,9,1,73,opinion,llama
332,30,6.012,11.067,0.705,11,6,0,0,0.093,0.018,0.0,0.0,8,1,73,opinion,mistral
404,27,5.681,14.963,0.498,0,8,0,0,0.077,0.02,0.0,0.002,7,1,74,opinion,llama
283,30,6.562,9.433,0.707,14,0,1,0,0.138,0.025,0.0,0.004,7,1,74,opinion,mistral
394,28,5.901,14.071,0.51,0,12,0,0,0.051,0.015,0.0,0.008,8,1,75,opinion,llama
332,34,6.187,9.765,0.672,10,6,0,0,0.09,0.015,0.0,0.003,8,1,75,opinion,mistral
396,31,6.366,12.774,0.472,0,12,0,0,0.035,0.013,0.0,0.01,8,1,76,opinion,llama
316,35,6.465,9.029,0.722,10,6,2,0,0.073,0.003,0.0,0.0,9,1,76,opinion,mistral
399,28,6.048,14.25,0.516,0,10,0,0,0.048,0.013,0.0,0.01,8,1,77,opinion,llama
359,35,6.022,10.257,0.674,10,6,0,0,0.089,0.006,0.0,0.003,8,1,77,opinion,mistral
371,25,5.892,14.84,0.571,0,11,0,0,0.043,0.022,0.0,0.005,9,1,78,opinion,llama
320,32,6.084,10.0,0.703,12,6,3,0,0.091,0.022,0.0,0.003,9,1,78,opinion,mistral
371,32,6.121,11.594,0.609,0,13,0,0,0.086,0.003,0.003,0.005,8,1,79,opinion,llama
286,29,5.727,9.862,0.699,13,0,0,0,0.063,0.0,0.0,0.0,7,1,79,opinion,mistral
368,36,6.117,10.222,0.595,0,17,0,0,0.076,0.019,0.003,0.011,9,1,80,opinion,llama
308,40,5.731,7.7,0.675,23,9,0,0,0.071,0.0,0.0,0.003,11,1,80,opinion,mistral
345,20,5.794,17.25,0.597,0,5,0,0,0.09,0.0,0.0,0.0,7,1,81,creative,llama
291,10,5.629,29.1,0.66,2,0,0,0,0.072,0.0,0.0,0.0,7,1,81,creative,mistral
389,32,4.198,12.156,0.524,0,0,3,0,0.077,0.0,0.0,0.008,9,0,82,creative,llama
362,33,4.478,10.97,0.619,0,0,2,0,0.069,0.0,0.0,0.003,10,1,82,creative,mistral
366,25,6.246,14.64,0.582,0,7,0,0,0.085,0.0,0.0,0.011,9,1,83,creative,llama
301,19,6.289,15.842,0.694,10,1,0,0,0.113,0.007,0.0,0.023,9,1,83,creative,mistral
353,18,4.915,19.611,0.49,0,0,0,0,0.13,0.0,0.0,0.0,7,0,84,creative,llama
374,26,4.743,14.385,0.602,0,0,1,1,0.123,0.003,0.0,0.0,8,1,84,creative,mistral
371,39,4.523,9.513,0.531,0,0,10,0,0.067,0.0,0.0,0.011,10,1,85,creative,llama
285,43,5.239,6.628,0.691,0,0,10,0,0.063,0.0,0.0,0.0,15,1,85,creative,mistral
402,19,5.296,21.158,0.575,0,0,0,0,0.087,0.007,0.0,0.005,7,0,86,creative,llama
362,19,4.691,19.053,0.635,0,0,1,0,0.075,0.0,0.0,0.003,8,1,86,creative,mistral
165,1,4.073,165.0,0.552,0,0,0,0,0.0,0.006,0.0,0.0,21,0,87,creative,llama
241,42,4.465,5.738,0.622,0,0,14,0,0.004,0.0,0.0,0.004,27,1,87,creative,mistral
406,24,5.468,16.917,0.569,0,0,0,0,0.089,0.005,0.0,0.005,15,1,88,creative,llama
286,37,5.591,7.73,0.734,13,0,0,0,0.091,0.01,0.0,0.0,6,1,88,creative,mistral
238,16,4.282,14.875,0.592,0,0,0,0,0.206,0.0,0.0,0.0,8,0,89,creative,llama
145,10,4.021,14.5,0.683,0,0,0,0,0.124,0.0,0.0,0.0,6,1,89,creative,mistral
